row	sample	page	QC	karyotype
	171127_HMFregCPCT_FR14000375_FR14000272_CPCT02070243			01:01
	171127_HMFregCPCT_FR14000375_FR14000272_CPCT02070243			02:01
	171127_HMFregCPCT_FR14000375_FR14000272_CPCT02070243			02:00
	171127_HMFregCPCT_FR14000375_FR14000272_CPCT02070243			02:02
	171127_HMFregCPCT_FR15414290_FR14000237_CPCT02010665			01:00
	171127_HMFregCPCT_FR15414290_FR14000237_CPCT02010665			01:01
	171127_HMFregCPCT_FR15414290_FR14000237_CPCT02010665			02:01
	171127_HMFregCPCT_FR15414290_FR14000237_CPCT02010665			02:00
	171127_HMFregCPCT_FR15414290_FR14000237_CPCT02010665			02:02
	171202_HMFregCPCT_FR14000406_FR15579913_CPCT02340040			01:00
	171202_HMFregCPCT_FR14000406_FR15579913_CPCT02340040			01:01
	171202_HMFregCPCT_FR14000406_FR15579913_CPCT02340040			02:01
	171202_HMFregCPCT_FR14000406_FR15579913_CPCT02340040			02:00
	171202_HMFregCPCT_FR14000406_FR15579913_CPCT02340040			02:02
	171210_HMFregCPCT_FR14000180_FR15579786_CPCT02120077			01:00
	171210_HMFregCPCT_FR14000180_FR15579786_CPCT02120077			01:01
	171210_HMFregCPCT_FR14000180_FR15579786_CPCT02120077			02:01
	171210_HMFregCPCT_FR14000180_FR15579786_CPCT02120077			02:00
	171210_HMFregCPCT_FR14000180_FR15579786_CPCT02120077			02:02
	171218_HMFregCPCT_FR15579834_FR14625468_CPCT02030437			01:00
	171218_HMFregCPCT_FR15579834_FR14625468_CPCT02030437			01:01
	171218_HMFregCPCT_FR15579834_FR14625468_CPCT02030437			02:01
	171218_HMFregCPCT_FR15579834_FR14625468_CPCT02030437			02:00
	171218_HMFregCPCT_FR15579834_FR14625468_CPCT02030437			02:02
	171218_HMFregCPCT_FR15580070_FR14625477_CPCT02050294			01:00
	171218_HMFregCPCT_FR15580070_FR14625477_CPCT02050294			01:01
	171218_HMFregCPCT_FR15580070_FR14625477_CPCT02050294			02:01
	171218_HMFregCPCT_FR15580070_FR14625477_CPCT02050294			02:00
	171218_HMFregCPCT_FR15580070_FR14625477_CPCT02050294			02:02
	171223_HMFregCPCT_FR15579598_FR15579644_CPCT02120097			01:00
	171223_HMFregCPCT_FR15579598_FR15579644_CPCT02120097			01:01
	171223_HMFregCPCT_FR15579598_FR15579644_CPCT02120097			02:01
	171223_HMFregCPCT_FR15579598_FR15579644_CPCT02120097			02:00
	171223_HMFregCPCT_FR15579598_FR15579644_CPCT02120097			02:02
	180104_HMFregCPCT_FR15579580_FR14625509_CPCT02070272			01:00
	180104_HMFregCPCT_FR15579580_FR14625509_CPCT02070272			01:01
	180104_HMFregCPCT_FR15579580_FR14625509_CPCT02070272			02:01
	180104_HMFregCPCT_FR15579580_FR14625509_CPCT02070272			02:00
	180104_HMFregCPCT_FR15579580_FR14625509_CPCT02070272			02:02
	180110_HMFregCPCT_FR15397421_FR15397398_CPCT02010716			01:00
	180110_HMFregCPCT_FR15397421_FR15397398_CPCT02010716			01:01
	180110_HMFregCPCT_FR15397421_FR15397398_CPCT02010716			02:01
	180110_HMFregCPCT_FR15397421_FR15397398_CPCT02010716			02:00
	180110_HMFregCPCT_FR15397421_FR15397398_CPCT02010716			02:02
	180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362			01:00
	180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362			01:01
	180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362			02:01
	180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362			02:00
	180110_HMFregCPCT_FR15579817_FR15397275_CPCT02020362			02:02
	180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276			01:00
	180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276			01:01
	180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276			02:01
	180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276			02:00
	180115_HMFregCPCT_FR15397404_FR16984608_CPCT02070276			02:02
	180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304			01:00
	180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304			01:01
	180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304			02:01
	180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304			02:00
	180117_HMFregCPCT_FR14624964_FR15398340_CPCT02050304			02:02
	180130_HMFregCPCT_FR14624952_FR14625500_CPCT02210040			01:00
	180130_HMFregCPCT_FR14624952_FR14625500_CPCT02210040			01:01
	180130_HMFregCPCT_FR14624952_FR14625500_CPCT02210040			02:01
	180130_HMFregCPCT_FR14624952_FR14625500_CPCT02210040			02:00
	180130_HMFregCPCT_FR14624952_FR14625500_CPCT02210040			02:02
	180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095			01:00
	180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095			01:01
	180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095			02:01
	180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095			02:00
	180131_HMFregCPCT_FR14624955_FR15373931_CPCT02120095			02:02
	180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101			01:00
	180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101			01:01
	180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101			02:01
	180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101			02:00
	180131_HMFregCPCT_FR15397287_FR15373927_CPCT02120101			02:02
	180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310			01:00
	180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310			01:01
	180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310			02:01
	180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310			02:00
	180207_HMFregCPCT_FR15398372_FR15375015_CPCT02050310			02:02
	180207_HMFregCPCT_FR16984622_FR15375013_CPCT02050308			01:00
	180207_HMFregCPCT_FR16984622_FR15375013_CPCT02050308			01:01
	180207_HMFregCPCT_FR16984622_FR15375013_CPCT02050308			02:01
	180207_HMFregCPCT_FR16984622_FR15375013_CPCT02050308			02:00
	180207_HMFregCPCT_FR16984622_FR15375013_CPCT02050308			02:02
	180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315			01:00
	180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315			01:01
	180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315			02:01
	180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315			02:00
	180207_HMFregCPCT_FR16984742_FR15375017_CPCT02050315			02:02
	180207_HMFregCPCT_FR16984749_FR15375030_CPCT02090035			01:00
	180207_HMFregCPCT_FR16984749_FR15375030_CPCT02090035			01:01
	180207_HMFregCPCT_FR16984749_FR15375030_CPCT02090035			02:01
	180207_HMFregCPCT_FR16984749_FR15375030_CPCT02090035			02:00
	180207_HMFregCPCT_FR16984749_FR15375030_CPCT02090035			02:02
	180215_HMFregCPCT_FR15374063_FR15375343_CPCT02020670			01:00
	180215_HMFregCPCT_FR15374063_FR15375343_CPCT02020670			01:01
	180215_HMFregCPCT_FR15374063_FR15375343_CPCT02020670			02:01
	180215_HMFregCPCT_FR15374063_FR15375343_CPCT02020670			02:00
	180215_HMFregCPCT_FR15374063_FR15375343_CPCT02020670			02:02
	180218_HMFregCPCT_FR15375065_FR15375314_CPCT02010754			01:00
	180218_HMFregCPCT_FR15375065_FR15375314_CPCT02010754			01:01
	180218_HMFregCPCT_FR15375065_FR15375314_CPCT02010754			02:01
	180218_HMFregCPCT_FR15375065_FR15375314_CPCT02010754			02:00
	180218_HMFregCPCT_FR15375065_FR15375314_CPCT02010754			02:02
	180218_HMFregCPCT_FR15398376_FR15375125_CPCT02020671			01:00
	180218_HMFregCPCT_FR15398376_FR15375125_CPCT02020671			01:01
	180218_HMFregCPCT_FR15398376_FR15375125_CPCT02020671			02:01
	180218_HMFregCPCT_FR15398376_FR15375125_CPCT02020671			02:00
	180218_HMFregCPCT_FR15398376_FR15375125_CPCT02020671			02:02
	180223_HMFregCPCT_FR13997297_FR14626505_CPCT02070299			01:00
	180223_HMFregCPCT_FR13997297_FR14626505_CPCT02070299			01:01
	180223_HMFregCPCT_FR13997297_FR14626505_CPCT02070299			02:01
	180223_HMFregCPCT_FR13997297_FR14626505_CPCT02070299			02:00
	180223_HMFregCPCT_FR13997297_FR14626505_CPCT02070299			02:02
	180301_HMFregCPCT_FR15375085_FR13997178_CPCT02120110			01:00
	180301_HMFregCPCT_FR15375085_FR13997178_CPCT02120110			01:01
	180301_HMFregCPCT_FR15375085_FR13997178_CPCT02120110			02:01
	180301_HMFregCPCT_FR15375085_FR13997178_CPCT02120110			02:00
	180301_HMFregCPCT_FR15375085_FR13997178_CPCT02120110			02:02
	180308_HMFregCPCT_FR15375161_FR14626705_CPCT02010760			01:00
	180308_HMFregCPCT_FR15375161_FR14626705_CPCT02010760			01:01
	180308_HMFregCPCT_FR15375161_FR14626705_CPCT02010760			02:01
	180308_HMFregCPCT_FR15375161_FR14626705_CPCT02010760			02:00
	180308_HMFregCPCT_FR15375161_FR14626705_CPCT02010760			02:02
	180308_HMFregCPCT_FR15375254_FR14626684_CPCT02050322			01:00
	180308_HMFregCPCT_FR15375254_FR14626684_CPCT02050322			01:01
	180308_HMFregCPCT_FR15375254_FR14626684_CPCT02050322			02:01
	180308_HMFregCPCT_FR15375254_FR14626684_CPCT02050322			02:00
	180308_HMFregCPCT_FR15375254_FR14626684_CPCT02050322			02:02
	180308_HMFregCPCT_FR16984956_FR14626708_CPCT02010779			01:00
	180308_HMFregCPCT_FR16984956_FR14626708_CPCT02010779			01:01
	180308_HMFregCPCT_FR16984956_FR14626708_CPCT02010779			02:01
	180308_HMFregCPCT_FR16984956_FR14626708_CPCT02010779			02:00
	180308_HMFregCPCT_FR16984956_FR14626708_CPCT02010779			02:02
	180318_HMFregCPCT_FR15375066_FR16982796_CPCT02020694			01:00
	180318_HMFregCPCT_FR15375066_FR16982796_CPCT02020694			01:01
	180318_HMFregCPCT_FR15375066_FR16982796_CPCT02020694			02:01
	180318_HMFregCPCT_FR15375066_FR16982796_CPCT02020694			02:00
	180318_HMFregCPCT_FR15375066_FR16982796_CPCT02020694			02:02
	180322_HMFregCPCT_FR15374062_FR14626729_CPCT02100149			01:00
	180322_HMFregCPCT_FR15374062_FR14626729_CPCT02100149			01:01
	180322_HMFregCPCT_FR15374062_FR14626729_CPCT02100149			02:01
	180322_HMFregCPCT_FR15374062_FR14626729_CPCT02100149			02:00
	180322_HMFregCPCT_FR15374062_FR14626729_CPCT02100149			02:02
	180322_HMFregCPCT_FR15375274_FR14626730_CPCT02100156			01:00
	180322_HMFregCPCT_FR15375274_FR14626730_CPCT02100156			01:01
	180322_HMFregCPCT_FR15375274_FR14626730_CPCT02100156			02:01
	180322_HMFregCPCT_FR15375274_FR14626730_CPCT02100156			02:00
	180322_HMFregCPCT_FR15375274_FR14626730_CPCT02100156			02:02
	180330_HMFregCPCT_FR15375172_FR16982726_CPCT02020686			01:00
	180330_HMFregCPCT_FR15375172_FR16982726_CPCT02020686			01:01
	180330_HMFregCPCT_FR15375172_FR16982726_CPCT02020686			02:01
	180330_HMFregCPCT_FR15375172_FR16982726_CPCT02020686			02:00
	180330_HMFregCPCT_FR15375172_FR16982726_CPCT02020686			02:02
	180404_HMFregCPCT_FR16982866_FR14626724_CPCT02010794			01:00
	180404_HMFregCPCT_FR16982866_FR14626724_CPCT02010794			01:01
	180404_HMFregCPCT_FR16982866_FR14626724_CPCT02010794			02:01
	180404_HMFregCPCT_FR16982866_FR14626724_CPCT02010794			02:00
	180404_HMFregCPCT_FR16982866_FR14626724_CPCT02010794			02:02
	180407_HMFregCPCT_FR16982666_FR14624241_CPCT02010807			01:00
	180407_HMFregCPCT_FR16982666_FR14624241_CPCT02010807			01:01
	180407_HMFregCPCT_FR16982666_FR14624241_CPCT02010807			02:01
	180407_HMFregCPCT_FR16982666_FR14624241_CPCT02010807			02:00
	180407_HMFregCPCT_FR16982666_FR14624241_CPCT02010807			02:02
	180407_HMFregCPCT_FR17754871_FR14624239_CPCT02010801			01:00
	180407_HMFregCPCT_FR17754871_FR14624239_CPCT02010801			01:01
	180407_HMFregCPCT_FR17754871_FR14624239_CPCT02010801			02:01
	180407_HMFregCPCT_FR17754871_FR14624239_CPCT02010801			02:00
	180407_HMFregCPCT_FR17754871_FR14624239_CPCT02010801			02:02
	180407_HMFregCPCT_FR17754872_FR14624192_CPCT02050347			01:00
	180407_HMFregCPCT_FR17754872_FR14624192_CPCT02050347			01:01
	180407_HMFregCPCT_FR17754872_FR14624192_CPCT02050347			02:01
	180407_HMFregCPCT_FR17754872_FR14624192_CPCT02050347			02:00
	180407_HMFregCPCT_FR17754872_FR14624192_CPCT02050347			02:02
	180410_HMFregCPCT_FR14624965_FR15412516_CPCT02010722			01:00
	180410_HMFregCPCT_FR14624965_FR15412516_CPCT02010722			01:01
	180410_HMFregCPCT_FR14624965_FR15412516_CPCT02010722			02:01
	180410_HMFregCPCT_FR14624965_FR15412516_CPCT02010722			02:00
	180410_HMFregCPCT_FR14624965_FR15412516_CPCT02010722			02:02
	180414_HMFregCPCT_FR12246176_FR15412544_CPCT02140034			01:00
	180414_HMFregCPCT_FR12246176_FR15412544_CPCT02140034			01:01
	180414_HMFregCPCT_FR12246176_FR15412544_CPCT02140034			02:01
	180414_HMFregCPCT_FR12246176_FR15412544_CPCT02140034			02:00
	180414_HMFregCPCT_FR12246176_FR15412544_CPCT02140034			02:02
	180414_HMFregCPCT_FR13997197_FR15412515_CPCT02010780			01:00
	180414_HMFregCPCT_FR13997197_FR15412515_CPCT02010780			01:01
	180414_HMFregCPCT_FR13997197_FR15412515_CPCT02010780			02:01
	180414_HMFregCPCT_FR13997197_FR15412515_CPCT02010780			02:00
	180414_HMFregCPCT_FR13997197_FR15412515_CPCT02010780			02:02
	180420_HMFregCPCT_FR15412406_FR16985122_CPCT02030479			01:00
	180420_HMFregCPCT_FR15412406_FR16985122_CPCT02030479			01:01
	180420_HMFregCPCT_FR15412406_FR16985122_CPCT02030479			02:01
	180420_HMFregCPCT_FR15412406_FR16985122_CPCT02030479			02:00
	180420_HMFregCPCT_FR15412406_FR16985122_CPCT02030479			02:02
	180502_HMFregCPCT_FR16982082_FR16981799_CPCT02020717			01:00
	180502_HMFregCPCT_FR16982082_FR16981799_CPCT02020717			01:01
	180502_HMFregCPCT_FR16982082_FR16981799_CPCT02020717			02:01
	180502_HMFregCPCT_FR16982082_FR16981799_CPCT02020717			02:00
	180502_HMFregCPCT_FR16982082_FR16981799_CPCT02020717			02:02
	180502_HMFregCPCT_FR16982813_FR16981795_CPCT02020723			01:00
	180502_HMFregCPCT_FR16982813_FR16981795_CPCT02020723			01:01
	180502_HMFregCPCT_FR16982813_FR16981795_CPCT02020723			02:01
	180502_HMFregCPCT_FR16982813_FR16981795_CPCT02020723			02:00
	180502_HMFregCPCT_FR16982813_FR16981795_CPCT02020723			02:02
	180509_HMFregCPCT_FR15412345_FR17759081_CPCT02020736			01:00
	180509_HMFregCPCT_FR15412345_FR17759081_CPCT02020736			01:01
	180509_HMFregCPCT_FR15412345_FR17759081_CPCT02020736			02:01
	180509_HMFregCPCT_FR15412345_FR17759081_CPCT02020736			02:00
	180509_HMFregCPCT_FR15412345_FR17759081_CPCT02020736			02:02
	180509_HMFregCPCT_FR15412572_FR17759085_CPCT02020743			01:00
	180509_HMFregCPCT_FR15412572_FR17759085_CPCT02020743			01:01
	180509_HMFregCPCT_FR15412572_FR17759085_CPCT02020743			02:01
	180509_HMFregCPCT_FR15412572_FR17759085_CPCT02020743			02:00
	180509_HMFregCPCT_FR15412572_FR17759085_CPCT02020743			02:02
	180509_HMFregCPCT_FR16982282_FR16985129_CPCT02010811			01:00
	180509_HMFregCPCT_FR16982282_FR16985129_CPCT02010811			01:01
	180509_HMFregCPCT_FR16982282_FR16985129_CPCT02010811			02:01
	180509_HMFregCPCT_FR16982282_FR16985129_CPCT02010811			02:00
	180509_HMFregCPCT_FR16982282_FR16985129_CPCT02010811			02:02
	180525_HMFregCPCT_FR16984154_FR17759272_CPCT02030499			01:00
	180525_HMFregCPCT_FR16984154_FR17759272_CPCT02030499			01:01
	180525_HMFregCPCT_FR16984154_FR17759272_CPCT02030499			02:01
	180525_HMFregCPCT_FR16984154_FR17759272_CPCT02030499			02:00
	180525_HMFregCPCT_FR16984154_FR17759272_CPCT02030499			02:02
	180530_HMFregCPCT_FR16984171_FR17758963_CPCT02020767			01:00
	180530_HMFregCPCT_FR16984171_FR17758963_CPCT02020767			01:01
	180530_HMFregCPCT_FR16984171_FR17758963_CPCT02020767			02:01
	180530_HMFregCPCT_FR16984171_FR17758963_CPCT02020767			02:00
	180530_HMFregCPCT_FR16984171_FR17758963_CPCT02020767			02:02
	180530_HMFregCPCT_FR17759199_FR17758961_CPCT02070350			01:00
	180530_HMFregCPCT_FR17759199_FR17758961_CPCT02070350			01:01
	180530_HMFregCPCT_FR17759199_FR17758961_CPCT02070350			02:01
	180530_HMFregCPCT_FR17759199_FR17758961_CPCT02070350			02:00
	180530_HMFregCPCT_FR17759199_FR17758961_CPCT02070350			02:02
	180604_HMFregCPCT_FR17759313_FR17758953_CPCT02010847			01:00
	180604_HMFregCPCT_FR17759313_FR17758953_CPCT02010847			01:01
	180604_HMFregCPCT_FR17759313_FR17758953_CPCT02010847			02:01
	180604_HMFregCPCT_FR17759313_FR17758953_CPCT02010847			02:00
	180604_HMFregCPCT_FR17759313_FR17758953_CPCT02010847			02:02
	180610_HMFregCPCT_FR16985656_FR16984539_CPCT02010874			01:00
	180610_HMFregCPCT_FR16985656_FR16984539_CPCT02010874			01:01
	180610_HMFregCPCT_FR16985656_FR16984539_CPCT02010874			02:01
	180610_HMFregCPCT_FR16985656_FR16984539_CPCT02010874			02:00
	180610_HMFregCPCT_FR16985656_FR16984539_CPCT02010874			02:02
	180614_HMFregCPCT_FR17759047_FR16985805_CPCT02170032			01:00
	180614_HMFregCPCT_FR17759047_FR16985805_CPCT02170032			01:01
	180614_HMFregCPCT_FR17759047_FR16985805_CPCT02170032			02:01
	180614_HMFregCPCT_FR17759047_FR16985805_CPCT02170032			02:00
	180614_HMFregCPCT_FR17759047_FR16985805_CPCT02170032			02:02
	180616_HMFregCPCT_FR16985748_FR17020401_CPCT02390030			01:00
	180616_HMFregCPCT_FR16985748_FR17020401_CPCT02390030			01:01
	180616_HMFregCPCT_FR16985748_FR17020401_CPCT02390030			02:01
	180616_HMFregCPCT_FR16985748_FR17020401_CPCT02390030			02:00
	180616_HMFregCPCT_FR16985748_FR17020401_CPCT02390030			02:02
	180627_HMFregCPCT_FR17758990_FR17020384_CPCT02020789			01:00
	180627_HMFregCPCT_FR17758990_FR17020384_CPCT02020789			01:01
	180627_HMFregCPCT_FR17758990_FR17020384_CPCT02020789			02:01
	180627_HMFregCPCT_FR17758990_FR17020384_CPCT02020789			02:00
	180627_HMFregCPCT_FR17758990_FR17020384_CPCT02020789			02:02
	180703_HMFregCPCT_FR17020572_FR17020465_CPCT02050385			01:00
	180703_HMFregCPCT_FR17020572_FR17020465_CPCT02050385			01:01
	180703_HMFregCPCT_FR17020572_FR17020465_CPCT02050385			02:01
	180703_HMFregCPCT_FR17020572_FR17020465_CPCT02050385			02:00
	180703_HMFregCPCT_FR17020572_FR17020465_CPCT02050385			02:02
	180704_HMFregCPCT_FR16981231_FR16981624_CPCT02010904			01:00
	180704_HMFregCPCT_FR16981231_FR16981624_CPCT02010904			01:01
	180704_HMFregCPCT_FR16981231_FR16981624_CPCT02010904			02:01
	180704_HMFregCPCT_FR16981231_FR16981624_CPCT02010904			02:00
	180704_HMFregCPCT_FR16981231_FR16981624_CPCT02010904			02:02
	180706_HMFregCPCT_FR16985733_FR17020486_CPCT02140080			01:00
	180706_HMFregCPCT_FR16985733_FR17020486_CPCT02140080			01:01
	180706_HMFregCPCT_FR16985733_FR17020486_CPCT02140080			02:01
	180706_HMFregCPCT_FR16985733_FR17020486_CPCT02140080			02:00
	180706_HMFregCPCT_FR16985733_FR17020486_CPCT02140080			02:02
	180711_HMFregCPCT_FR17020244_FR16981638_CPCT02220057			01:00
	180711_HMFregCPCT_FR17020244_FR16981638_CPCT02220057			01:01
	180711_HMFregCPCT_FR17020244_FR16981638_CPCT02220057			02:01
	180711_HMFregCPCT_FR17020244_FR16981638_CPCT02220057			02:00
	180711_HMFregCPCT_FR17020244_FR16981638_CPCT02220057			02:02
	180713_HMFregCPCT_FR17020171_FR16981654_CPCT02010911			01:00
	180713_HMFregCPCT_FR17020171_FR16981654_CPCT02010911			01:01
	180713_HMFregCPCT_FR17020171_FR16981654_CPCT02010911			02:01
	180713_HMFregCPCT_FR17020171_FR16981654_CPCT02010911			02:00
	180713_HMFregCPCT_FR17020171_FR16981654_CPCT02010911			02:02
	180717_HMFregCPCT_FR16981533_FR17019745_CPCT02050395			01:00
	180717_HMFregCPCT_FR16981533_FR17019745_CPCT02050395			01:01
	180717_HMFregCPCT_FR16981533_FR17019745_CPCT02050395			02:01
	180717_HMFregCPCT_FR16981533_FR17019745_CPCT02050395			02:00
	180717_HMFregCPCT_FR16981533_FR17019745_CPCT02050395			02:02
	180731_HMFregCPCT_FR17019852_FR16982253_CPCT02080259			01:00
	180731_HMFregCPCT_FR17019852_FR16982253_CPCT02080259			01:01
	180731_HMFregCPCT_FR17019852_FR16982253_CPCT02080259			02:01
	180731_HMFregCPCT_FR17019852_FR16982253_CPCT02080259			02:00
	180731_HMFregCPCT_FR17019852_FR16982253_CPCT02080259			02:02
	180808_HMFregCPCT_FR17019760_FR16983382_CPCT02020821			01:00
	180808_HMFregCPCT_FR17019760_FR16983382_CPCT02020821			01:01
	180808_HMFregCPCT_FR17019760_FR16983382_CPCT02020821			02:01
	180808_HMFregCPCT_FR17019760_FR16983382_CPCT02020821			02:00
	180808_HMFregCPCT_FR17019760_FR16983382_CPCT02020821			02:02
	180808_HMFregCPCT_FR17019765_FR16983393_CPCT02020813			01:00
	180808_HMFregCPCT_FR17019765_FR16983393_CPCT02020813			01:01
	180808_HMFregCPCT_FR17019765_FR16983393_CPCT02020813			02:01
	180808_HMFregCPCT_FR17019765_FR16983393_CPCT02020813			02:00
	180808_HMFregCPCT_FR17019765_FR16983393_CPCT02020813			02:02
	180808_HMFregCPCT_FR17020182_FR16983396_CPCT02020817			01:00
	180808_HMFregCPCT_FR17020182_FR16983396_CPCT02020817			01:01
	180808_HMFregCPCT_FR17020182_FR16983396_CPCT02020817			02:01
	180808_HMFregCPCT_FR17020182_FR16983396_CPCT02020817			02:00
	180808_HMFregCPCT_FR17020182_FR16983396_CPCT02020817			02:02
	180808_HMFregCPCT_FR17759299_FR16983385_CPCT02020785			01:00
	180808_HMFregCPCT_FR17759299_FR16983385_CPCT02020785			01:01
	180808_HMFregCPCT_FR17759299_FR16983385_CPCT02020785			02:01
	180808_HMFregCPCT_FR17759299_FR16983385_CPCT02020785			02:00
	180808_HMFregCPCT_FR17759299_FR16983385_CPCT02020785			02:02
	180814_HMFregCPCT_FR16983361_FR16982412_CPCT02080266			01:00
	180814_HMFregCPCT_FR16983361_FR16982412_CPCT02080266			01:01
	180814_HMFregCPCT_FR16983361_FR16982412_CPCT02080266			02:01
	180814_HMFregCPCT_FR16983361_FR16982412_CPCT02080266			02:00
	180814_HMFregCPCT_FR16983361_FR16982412_CPCT02080266			02:02
	180821_HMFregCPCT_FR16983412_FR16967713_CPCT02010941			01:00
	180821_HMFregCPCT_FR16983412_FR16967713_CPCT02010941			01:01
	180821_HMFregCPCT_FR16983412_FR16967713_CPCT02010941			02:01
	180821_HMFregCPCT_FR16983412_FR16967713_CPCT02010941			02:00
	180821_HMFregCPCT_FR16983412_FR16967713_CPCT02010941			02:02
	180828_HMFregCPCT_FR16982427_FR17495411_CPCT02010944			01:00
	180828_HMFregCPCT_FR16982427_FR17495411_CPCT02010944			01:01
	180828_HMFregCPCT_FR16982427_FR17495411_CPCT02010944			02:01
	180828_HMFregCPCT_FR16982427_FR17495411_CPCT02010944			02:00
	180828_HMFregCPCT_FR16982427_FR17495411_CPCT02010944			02:02
	180828_HMFregCPCT_FR17495446_FR16983377_CPCT02010931			01:00
	180828_HMFregCPCT_FR17495446_FR16983377_CPCT02010931			01:01
	180828_HMFregCPCT_FR17495446_FR16983377_CPCT02010931			02:01
	180828_HMFregCPCT_FR17495446_FR16983377_CPCT02010931			02:00
	180828_HMFregCPCT_FR17495446_FR16983377_CPCT02010931			02:02
	180906_HMFregCPCT_FR17020178_FR16983381_CPCT02020819			01:00
	180906_HMFregCPCT_FR17020178_FR16983381_CPCT02020819			01:01
	180906_HMFregCPCT_FR17020178_FR16983381_CPCT02020819			02:01
	180906_HMFregCPCT_FR17020178_FR16983381_CPCT02020819			02:00
	180906_HMFregCPCT_FR17020178_FR16983381_CPCT02020819			02:02
	180911_HMFregCPCT_FR16967723_FR16983555_CPCT02020832			01:00
	180911_HMFregCPCT_FR16967723_FR16983555_CPCT02020832			01:01
	180911_HMFregCPCT_FR16967723_FR16983555_CPCT02020832			02:01
	180911_HMFregCPCT_FR16967723_FR16983555_CPCT02020832			02:00
	180911_HMFregCPCT_FR16967723_FR16983555_CPCT02020832			02:02
	180913_HMFregCPCT_FR16982388_FR16982414_CPCT02050405			01:00
	180913_HMFregCPCT_FR16982388_FR16982414_CPCT02050405			01:01
	180913_HMFregCPCT_FR16982388_FR16982414_CPCT02050405			02:01
	180913_HMFregCPCT_FR16982388_FR16982414_CPCT02050405			02:00
	180913_HMFregCPCT_FR16982388_FR16982414_CPCT02050405			02:02
	180920_HMFregCPCT_FR16967733_FR17495489_CPCT02120168			01:00
	180920_HMFregCPCT_FR16967733_FR17495489_CPCT02120168			01:01
	180920_HMFregCPCT_FR16967733_FR17495489_CPCT02120168			02:01
	180920_HMFregCPCT_FR16967733_FR17495489_CPCT02120168			02:00
	180920_HMFregCPCT_FR16967733_FR17495489_CPCT02120168			02:02
	180920_HMFregCPCT_FR17019764_FR17495478_CPCT02440016			01:00
	180920_HMFregCPCT_FR17019764_FR17495478_CPCT02440016			01:01
	180920_HMFregCPCT_FR17019764_FR17495478_CPCT02440016			02:01
	180920_HMFregCPCT_FR17019764_FR17495478_CPCT02440016			02:00
	180920_HMFregCPCT_FR17019764_FR17495478_CPCT02440016			02:02
	180928_HMFregCPCT_FR16983413_FR17758384_CPCT02010935			01:00
	180928_HMFregCPCT_FR16983413_FR17758384_CPCT02010935			01:01
	180928_HMFregCPCT_FR16983413_FR17758384_CPCT02010935			02:01
	180928_HMFregCPCT_FR16983413_FR17758384_CPCT02010935			02:00
	180928_HMFregCPCT_FR16983413_FR17758384_CPCT02010935			02:02
	181002_HMFregCPCT_FR16967629_FR16967500_CPCT02070394			01:00
	181002_HMFregCPCT_FR16967629_FR16967500_CPCT02070394			01:01
	181002_HMFregCPCT_FR16967629_FR16967500_CPCT02070394			02:01
	181002_HMFregCPCT_FR16967629_FR16967500_CPCT02070394			02:00
	181002_HMFregCPCT_FR16967629_FR16967500_CPCT02070394			02:02
	181002_HMFregCPCT_FR17758321_FR16967497_CPCT02080269			01:00
	181002_HMFregCPCT_FR17758321_FR16967497_CPCT02080269			01:01
	181002_HMFregCPCT_FR17758321_FR16967497_CPCT02080269			02:01
	181002_HMFregCPCT_FR17758321_FR16967497_CPCT02080269			02:00
	181002_HMFregCPCT_FR17758321_FR16967497_CPCT02080269			02:02
	181012_HMFregCPCT_FR16967523_FR17495617_CPCT02010963			01:00
	181012_HMFregCPCT_FR16967523_FR17495617_CPCT02010963			01:01
	181012_HMFregCPCT_FR16967523_FR17495617_CPCT02010963			02:01
